User,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
764,0.99,['Naseem Akhtar'],0.638,153843,0.0435,0,4mDAl2LFK0b2uHDoZTZGPU,2.68E-06,0,0.0873,-12.394,1,Inse Khush Hai Zamana,0,1947-12-31,0.799,172.315,0.888,1947
765,0.794,"['Aram Khachaturian', 'Woody Herman & His Orchestra']",0.571,152893,0.69,0,4miDw0yMpP649O4lSoC3HY,0.574,0,0.0961,-12.664,1,Sabre Dance from Gayne,1,1947,0.376,87.697,0.686,1947
766,0.993,['Zohrabai Ambalawali'],0.437,199760,0.0975,0,4ndm5kEGCFbYrbWiRjzmQy,0.879,0,0.0952,-17.98,1,Kya Batayen Kitni Hasrat Dil Ke,0,1947-08-15,0.089,146.317,0.659,1947
767,0.878,"['Giuseppe Verdi', 'Arturo Toscanini']",0.491,79920,0.0736,0,4oIKbU7rqjZeRE17YnZHoE,0.000128,0,0.255,-26.841,1,Otello: Act II: Eccola,0,1947,0.164,77.817,0.612,1947
768,0.92,['The Soft Winds'],0.631,324440,0.214,0,4oLM7Dd2D16VQaOEOwsGHr,0.555,0,0.888,-17.624,1,C. Jam Blues,0,1947,0.0577,102.835,0.689,1947
769,0.99,['Roshan Ara Begum'],0.549,294818,0.324,0,4oz1a2GDkNP4xCA6yOk28m,0.4,1,0.186,-8.458,0,Desh Ki Pur Kaif,0,1947-08-15,0.0431,116.991,0.541,1947
770,0.991,"['Anima Ghosh', 'Dwijen Chowdhury']",0.549,179699,0.195,0,4p4YQI26vNz0rgvFFQiDn3,2.37E-06,2,0.126,-8.796,1,Abhi Jao Bajariya Se Lao Saiyan,0,1947-12-31,0.238,81.327,0.804,1947
771,0.995,"['Hameeda Bano', 'A. R. Ojha']",0.623,186572,0.077,0,4pJSM9P3IXKxGqwHqBTvuY,0.000359,2,0.106,-10.207,0,In Ankhiyan Ki Pehchan,0,1947-12-31,0.456,73.462,0.569,1947
772,0.982,"['Απόστολος Χατζηχρήστος', 'Giannis Papaioannou']",0.592,200017,0.592,0,4pRyqidbPXTaDUk4nCH3Kd,0.0109,2,0.186,-11.271,1,Ξανθειά Σμυρνιωτοπούλα,0,1947-01-01,0.0328,119.287,0.96,1947
773,0.981,"['Joe E. Brown', 'Cornelius Peeples', 'Porter W. Heaps']",0.624,257827,0.614,0,4ppjuiHyQokX0OmTJqtsl5,2.45E-05,3,0.518,-12.884,1,How To Play Baseball - Hitting - Part 4,0,1947,0.948,55.924,0.563,1947
774,0.956,"['Avinash', 'Jyotsna Bhole']",0.456,171027,0.391,0,4qLpW7W0RPH9HRdtBPZPux,0.857,4,0.372,-13.292,0,Shubha Mangal Ya Samaya,0,1947-12-31,0.0673,141.407,0.89,1947
775,0.931,"['Franz Joseph Haydn', 'Isaac Stern', 'Mstislav Rostropovich', 'Jean-Pierre Rampal']",0.639,107573,0.102,0,4qVTsn3u6HFypz07cJwcbf,0.645,0,0.0609,-26.208,1,"London Trio No. 1 in C Major, Hob. IV: 1 - I. Allegro moderato - II. Andante - III. Finale: III. Finale. Vivace",0,1947,0.0775,155.091,0.889,1947
776,0.972,"['Felix Mendelssohn', 'Arturo Toscanini']",0.447,258267,0.28,0,4r3pALurU8qmKb1Yl5DxBS,0.951,7,0.212,-20.684,0,"A Midsummer Night's Dream, Op. 61: Scherzo. Allegro vivace",0,1947,0.034,135.716,0.649,1947
777,0.995,['Supriti Ghosh'],0.534,172453,0.171,0,4sWNR9XMj8fIUXofNER66o,0.257,4,0.137,-13.742,1,Jani Jani Tomar Preme Sakal Premer Bani,0,1947-12-01,0.0513,120.444,0.589,1947
778,0.988,"['Maurice Ravel', 'Robert Casadesus']",0.334,554107,0.254,0,4tRqAmhmTGw4C8HtWALAAQ,0.891,11,0.112,-17.576,1,"Gaspard de la Nuit, M. 55: III. Scarbo",0,1947,0.0402,138.456,0.0382,1947
779,0.892,['Suraiya'],0.295,181027,0.312,0,4tlyyyRPfI9rMa9KfULToU,0.00447,4,0.164,-9.166,0,Jab Se Chale Gaye Hai Woh,0,1947-08-15,0.0323,83.401,0.459,1947
780,0.831,"['Ludwig van Beethoven', 'Arturo Toscanini']",0.253,578067,0.406,0,4u7kQWkCsBaMEq6ckQBW9C,0.877,0,0.121,-10.911,1,"Consecration of the House Overture, Op. 124 - 1992 Remastered",0,1947,0.0406,75.729,0.386,1947
781,0.98,"['Franz Joseph Haydn', 'Isaac Stern', 'Leonard Rose', 'Eugene Istomin']",0.417,343933,0.0645,0,4uljeJ7j3gq3mxSfsfFzsd,0.662,3,0.216,-25.143,1,"Trio No. 10 in E-Flat Major, Hob. XV:10: I. Allegro moderato",0,1947,0.0379,72.647,0.379,1947
782,0.912,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.242,484933,0.212,0,4ulxWHnQrvaPPH3dHURNfp,0.896,2,0.0968,-14.277,1,"Symphony No. 35 in D Major, K. 385 ""Haffner"": I. Allegro con spirito",0,1947,0.033,150.541,0.218,1947
783,0.989,['Chittoor V. Nagaiah'],0.675,130827,0.368,0,4umBirUOlv2Z89v4XMsamn,0.738,5,0.344,-6.917,1,Manasa Maayanu Padaka,0,1947-12-31,0.286,72.975,0.887,1947
784,0.994,['Μαρίκα Φραντζεσκοπούλου'],0.392,181023,0.26,0,4v7mimVnpItRqIHNRLanTR,0,11,0.172,-8.67,0,Πριγκιπιώτισσα,0,1947-01-01,0.0506,99.477,0.474,1947
785,0.64,['Gene Autry'],0.816,136033,0.544,0,4vUiLyO2DWdogTR7nsvIiQ,0.875,10,0.0734,-9.655,0,Silver Spurs,0,1947-03-28,0.116,102.749,0.96,1947
786,0.995,"['Maurice Ravel', 'Robert Casadesus']",0.339,300507,0.00913,0,4vVEFjhszA6orr3bMIKoaf,0.913,1,0.0846,-30.956,1,"Miroirs, M. 43: V. La Vallée des cloches",0,1947,0.0607,75.314,0.0445,1947
787,0.933,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.536,347693,0.185,0,4vZJOcIRMz9UHoQ1pixI6y,0.924,7,0.0812,-17.342,1,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": I. Allegro",0,1947,0.0468,137.499,0.55,1947
788,0.854,"['Antonio Vivaldi', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.176,287973,0.151,0,4wMiV1Qw6quvcilaQjmdfB,0.676,2,0.0764,-21.319,0,"Concerto for 2 Violins in A Minor, RV 522: II. Larghetto e spirituoso",0,1947,0.0461,123.498,0.039,1947
789,0.992,['Rafiq Ahmed'],0.518,173308,0.224,0,4woTU4fiSS1qM0utEQVcRY,0.0453,3,0.141,-9.662,1,Apna Ghar Pehchan Bande,0,1947-12-31,0.161,76.8,0.682,1947
790,0.996,"['Maurice Ravel', 'Robert Casadesus', 'Gaby Casadesus']",0.547,71400,0.158,0,4xCLoYMVZDs3KtipY5l6lz,0.803,0,0.0783,-33.52,1,"Ma mère l'Oye, M. 60: I. Pavane de la Belle au bois dormant",0,1947,0.0549,71.568,0.585,1947
791,0.974,"['Thomas Moore', 'Eileen Farrell', 'Charles Lichter', 'Columbia Concert Orchestra']",0.362,131027,0.214,0,4y9mAAOKChYpaK9b9mV36s,1.21E-06,4,0.746,-10.816,1,The Minstrel Boy: Irish Air from Golden Book - Remastered,0,1947,0.0376,96.547,0.319,1947
792,0.993,['Lata Mangeshkar'],0.491,175107,0.253,0,4yvlo7oYlkDx0cXjXSf53i,0.932,0,0.181,-13.948,1,Ek Naye Rang Men Duje Umang Men,0,1947-12-31,0.0788,169.802,0.843,1947
793,0.98,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.236,329000,0.0327,0,4zAahuchG7l7WFW06aXGeN,0.727,2,0.109,-24.56,0,"Serenade No. 9 in D Major, K. 320 ""Posthorn"": V. Andantino",0,1947,0.0433,101.013,0.0627,1947
794,0.994,"['Andrés Segovia', 'Johann Sebastian Bach']",0.673,225707,0.12,0,4zYJ5g5Sz3pDtjKkXN5w0M,0.903,4,0.114,-19.488,1,"Cello Suite No. 6 in D Major, BWV 1012: V. Gavotte I-II (arr. A. Segovia)",2,1947,0.0678,75.544,0.494,1947
795,0.914,"['A. R. Oza', 'Avinash Vyas']",0.587,194987,0.398,0,4zefT6PP07tCzYRcbmOgsm,0.00155,7,0.148,-8.536,0,Pachhe Shamliyoji Bolya,0,1947-12-01,0.061,123.186,0.725,1947
796,0.62,['Honoré de Balzac'],0.683,122900,0.088,0,50J7PvAXfW8ccU6CHkmAy7,0,7,0.259,-25.547,1,Kapitel 6 - Die läßliche Sünde,0,1947-11-29,0.64,58.715,0.449,1947
797,0.986,['Suraiya'],0.639,204986,0.16,0,50vacVWNh6kxkgn5oNeHTU,7.56E-06,2,0.288,-10.654,0,Ham Hai Dukhiya Is Duniya Mein,0,1947-12-01,0.048,102.236,0.419,1947
798,0.885,"['Franz Joseph Haydn', 'Isaac Stern', 'Columbia Symphony Orchestra', 'Columbia Orchestra']",0.549,282560,0.38,0,517ZtxUhJFDejyq2GmbtE4,0.0998,0,0.142,-11.444,1,"Violin Concerto No. 1 in C Major, Hob. VIIa:1: III. Finale. Presto",0,1947,0.0365,106.161,0.745,1947
799,0.985,['Shamshad Begum'],0.508,231863,0.401,0,52OplOaUgPNeERRf0HYyyK,0.553,1,0.0852,-9.541,1,Loot Jawani Phir Nahin Jani,0,1947-08-15,0.0616,104.795,0.735,1947
800,0.882,"['Johannes Brahms', 'Isaac Stern', 'Sir Thomas Beecham', 'Royal Philharmonic Orchestra']",0.194,1355640,0.126,0,52eDKUu2Xsd1GPqcgCFuwM,0.503,2,0.143,-16.791,1,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",0,1947,0.044,76.945,0.081,1947
801,0.993,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.431,419493,0.0241,0,52vmipU0V7LH2X2vsh7kpr,0.915,1,0.105,-25.065,1,"Sonata No. 23 in F Minor for Piano, Op. 57 ""Appassionata"": II. Andante con moto",0,1947,0.0412,97.427,0.201,1947
802,0.995,"['Avinash', 'Jyotsna Bhole']",0.462,189133,0.259,0,533ifecnWAJyV2TnKhQod8,0.638,4,0.134,-12.975,0,Don Jeevache Prem Bichare,0,1947-12-31,0.0515,127.48,0.66,1947
803,0.984,['Shamshad Begum'],0.366,188852,0.482,0,54DrqzZjOAVwHsJAsrvRcE,0.0103,9,0.473,-9.067,1,Jisne Jalaya Aashian,0,1947-01-01,0.0437,137.131,0.881,1947
804,0.732,['David Raskin'],0.159,1181533,0.128,0,54FXuRdpKxTZqzYSd5hUqy,0.768,4,0.149,-22.216,0,Part III: Amber's Theme / Ride / Death / Sickness / Attack / Ordeal,0,1947,0.0371,97.301,0.086,1947
805,0.952,['Francisco Canaro'],0.633,138907,0.467,0,54aeeS56ndhzYChqdmGh3v,0.907,7,0.349,-9.753,1,La Puñalada - Instrumental (Remasterizado),0,1947-03-15,0.0349,119.969,0.892,1947
806,0.94,['Hubert Fol'],0.567,140320,0.446,0,54fRsUn9SsSgR6266e8XV2,0.0554,10,0.481,-8.796,1,Making Be-Bop,0,1947,0.107,175.382,0.827,1947
807,0.996,['Zohrabai Ambalawali'],0.443,147480,0.192,0,55Nmsb3MjuOiy7yWYEt1a5,0.92,6,0.274,-17.022,0,Mohe Banka Balam Lage Pyara,0,1947-12-31,0.161,82.01,0.625,1947
808,0.993,['Shamshad Begum'],0.402,195059,0.34,0,55ewdkYXOy6CacHqjxppG8,0.229,1,0.187,-7.882,1,Hath Gore Gore Gulabi,0,1947-12-31,0.0939,173.538,0.709,1947
809,0.995,['Zafar Khurshid'],0.731,178631,0.163,0,56Q2aNM1WWQhXwcWQYbuHk,0.00719,5,0.0943,-9.698,1,Nai Baharen Aai,0,1947-12-31,0.243,123.382,0.843,1947
810,0.911,"['Max Bruch', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.149,512800,0.265,0,56qNZGOr3Aaj6l40lR5fck,0.191,3,0.229,-14.761,1,"Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio",0,1947,0.0396,102.596,0.0603,1947
811,0.946,['Manabendra Mukherjee'],0.421,192440,0.341,0,56qsJo6XkUJrvCcdIlW8Bn,0.0208,0,0.351,-18.173,1,Jao Meghdut Dio Priyar Haate,0,1947-12-01,0.0404,126.505,0.384,1947
812,0.965,['Lead Belly'],0.554,86753,0.446,0,571B5Z1tC8u6GhVBdhEr9D,0.688,7,0.143,-13.002,1,Blind Lemon (Memorial Record),0,1947,0.044,96.644,0.973,1947
813,0.538,['Asleep At The Wheel'],0.546,195827,0.517,0,57U4sxhiGJ5YVDWjnAyLEV,0.00143,2,0.452,-11.093,0,Choo Choo Ch'Boogie,1,1947,0.0505,164.227,0.779,1947
814,0.973,['Gouri Kedar Bhattacharya'],0.343,192827,0.0697,0,57rPLjUsf23YzHQmeQlnHC,0.459,1,0.109,-19.141,0,Aaji Milan Nishi,0,1947-12-01,0.0509,73.529,0.316,1947
815,0.912,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.261,317000,0.0607,0,5829G0yclOOhpD41OxSqRD,0.706,0,0.0826,-21.838,1,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": II. Romance. Andante",0,1947,0.041,78.892,0.269,1947
816,0.995,['Zafar Khurshid'],0.574,199227,0.0884,0,58fufONhMhrVe7UGkxMAWH,0.692,0,0.135,-14.662,0,Aai Nazar Andhere Mein,0,1947-12-31,0.121,67.892,0.706,1947
817,0.926,['M. S. Subbulakshmi'],0.533,207160,0.516,0,599JN9GoL29I6u78I2riLj,2.02E-06,7,0.18,-9.539,1,Pag Ghunghru Bandh Meera Nachi Re,0,1947-12-05,0.0461,106.238,0.785,1947
818,0.992,['Dilshad Begum'],0.769,168983,0.151,0,59b0qbFKlb7wtrCR8WRAIo,0.0216,7,0.126,-8.225,0,Mere Dard-E-Dil Ki Duniya Mein,0,1947-12-31,0.0367,101.533,0.663,1947
819,0.904,['Joe Mooney'],0.702,152840,0.2,0,59iCCHumpd5YtyXJxvPEAB,0,5,0.0863,-14.043,0,A Man With One Million Dollars,0,1947,0.148,98.968,0.88,1947
820,0.978,['Kusum Mantri'],0.728,191034,0.483,0,5AKcRlmhnvT8DHEy8iR80I,0.00897,0,0.168,-5.886,0,Lelo Roop Jawani,0,1947-12-31,0.0502,113.03,0.93,1947
821,0.996,['Α.Νταλγκά'],0.454,181023,0.401,0,5AO2wA0ufMS0p3CX8L4DKM,0.0051,9,0.283,-8.843,1,Στους Ποδαράδες μια πολίτισσα,0,1947-01-01,0.0614,78.613,0.584,1947
822,0.154,['Billy Joe Shaver'],0.78,176800,0.562,0,5AW7KxfECOinwSw4dxvUEm,2.85E-05,6,0.0692,-10.695,1,Georgia On A Fast Train,0,1947,0.0479,123.066,0.877,1947
823,0.989,['Αντώνης Νταλγκάς'],0.471,186015,0.345,0,5AthRBUfMlCLGoNsChY4La,0.0618,10,0.383,-11.406,1,Σμυρνιά καμωματού,0,1947-01-01,0.0892,90.896,0.644,1947
824,0.964,['Gouri Kedar Bhattacharya'],0.534,191093,0.179,0,5BcZBmGfC9nTBr0wAxaI53,3.14E-05,8,0.12,-12.638,1,Keno Piya Piya Piya Bale,0,1947-12-01,0.0296,66.812,0.259,1947
825,0.995,"['Maurice Ravel', 'Robert Casadesus']",0.477,293533,0.041,0,5Bq2Tz5KBbcFH0LkpCB8fa,0.926,4,0.102,-26.685,0,"Le tombeau de Couperin, M. 68: III. Forlane",0,1947,0.0432,82.912,0.116,1947
826,0.995,['Rajkumari'],0.666,197939,0.225,0,5BxFawPEF6R6TLbE8rLwaF,0.281,11,0.11,-7.791,0,He Chandliya,0,1947-03-27,0.168,162.22,0.78,1947
827,0.836,['Hubert Fol'],0.601,197707,0.367,0,5C9wSyMI73XKapYw4mCimW,0.149,2,0.104,-12.149,0,A Fine Romance,0,1947,0.0469,101.598,0.8,1947
828,0.871,['Hemant Kumar'],0.236,199173,0.232,0,5CRoVakIbrtvzTmSIfyOIA,0.000827,3,0.2,-9.423,1,Ei Aandhare Nai Path,0,1947-12-31,0.0315,138.695,0.166,1947
829,0.29,['Rosanne Cash'],0.832,240800,0.278,0,5DqobQrtpl1Qaq81dcwojF,4.80E-05,10,0.102,-13.144,1,Runaway Train,1,1947,0.0396,119.032,0.643,1947
830,0.992,['Master Krishnarao'],0.711,163463,0.283,0,5DtrqaQXUQgUYzjVp3QI3F,0.0077,6,0.226,-9.505,1,Kudrat Ki Hai Badhai,0,1947-12-31,0.397,111.786,0.814,1947
831,0.995,['Suraiya'],0.35,187667,0.124,0,5EkXNFOH9AOLahDMb78o5p,0.833,11,0.188,-15.613,0,Bigdi Huyi Taqdeer Banai Nahin Jati,0,1947-12-01,0.0433,75.436,0.665,1947
832,0.982,['Alberto Rabagliati'],0.415,191959,0.228,0,5FDGcgEabZADDgbom6xLIP,0.889,8,0.247,-15.09,1,Ho Perduto I Tuoi Baci,0,1947-06-17,0.051,127.798,0.382,1947
833,0.987,"['Rajkumari', 'Patanjali']",0.429,187975,0.122,0,5FEkV9YybIn4k7QJKLhUcV,0.62,1,0.536,-13.745,1,Main Kya Karoon Koi Bataye,0,1947-12-31,0.0511,133.436,0.242,1947
834,0.976,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.104,452093,0.0347,0,5FEo8XGhuXFKQcBQ2vFNxM,0.933,5,0.0778,-26.43,1,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": II. Andante cantabile",0,1947,0.0411,85.494,0.0533,1947
835,0.99,['Amirbai Karnataki'],0.63,169300,0.213,0,5FG0tWautf0Xwx2FYAbUfE,0.0193,6,0.117,-6.416,1,Dekhoji Dekho Aaya Mausam Bahar Ka,0,1947-12-31,0.446,181.08,0.748,1947
836,0.989,['S. Varalakshmi'],0.498,131200,0.317,0,5Gr3pnsjjs8g0h6mVQmXU9,0.00839,10,0.153,-8.663,1,Chandhamama,0,1947-12-31,0.113,88.651,0.575,1947
837,0.871,['Hubert Fol'],0.602,175547,0.317,0,5Gz6HV1CydI0a9H1tIbWM9,0.0011,5,0.232,-9.419,1,I’ve Got Be-Bop,0,1947,0.0315,139.685,0.818,1947
838,0.805,['Gene Autry'],0.838,150160,0.354,0,5H8SQT3GcZs1Pug0sMXTEY,0,1,0.301,-12.85,1,Here Comes Santa Claus (Right Down Santa Claus Lane),0,1947,0.0369,96.638,0.976,1947
839,0.991,['Sushila Rani'],0.547,192708,0.292,0,5HZ96ibAPeFGG7HaNfXzdO,0.804,3,0.168,-8.747,1,Nanhi Nanhi Boondiya Re,0,1947-12-31,0.249,179.571,0.8,1947
840,0.982,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.398,328960,0.0879,0,5HfKzAG2hv1N6sY0C2P0Zi,0.937,7,0.147,-20.669,1,"Serenade No. 9 in D Major, K. 320 ""Posthorn"": IV. Rondeau. Allegro ma non troppo",0,1947,0.0432,91.054,0.379,1947
841,0.992,['Sudha Mukherjee'],0.297,193267,0.14,0,5HlRXdgrdzlRrKe4hjEdZ8,0.167,2,0.11,-15.733,0,Ami Sraban Akashe Oi,0,1947-12-01,0.035,107.733,0.125,1947
842,0.776,['Bernard Herrmann'],0.235,56159,0.037,0,5HrdBq87x1vBlHy3aDhgKO,0.0133,11,0.189,-22.959,1,The Reading,2,1947,0.0367,102.348,0.284,1947
843,0.995,['Supriti Ghosh'],0.496,186613,0.0439,0,5HuSVW7CGwvNZDhENL1rgl,0.128,2,0.112,-17.941,1,Himer Raate Oi Gaganer,0,1947-12-01,0.0546,68.625,0.376,1947
844,0.782,"['Amilcare Ponchielli', 'Giuseppe Patanè', 'Hungarian State Orchestra']",0.253,337880,0.112,0,5IHhGdy3geX2754tPwJGQJ,0.651,4,0.119,-21.903,1,"Dance Of The Hours From ""La Gioconda""",2,1947,0.0424,85.91,0.175,1947
845,0.995,['Indrabadan Bhatt'],0.674,187745,0.212,0,5IPbTEKEOa0E09at4CxjpL,0.124,0,0.17,-11.368,1,Gori Re Ab Dil Ka Lagana Chhod,0,1947-12-31,0.317,60.591,0.822,1947
846,0.992,['Zeenat Begum'],0.38,158507,0.318,0,5J5nIKOdii394BUeMsplOA,0.0938,0,0.142,-12.737,1,Kaliyon Ko Masalne Aaye Hai,0,1947-01-01,0.0383,67.697,0.705,1947
847,0.945,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.303,285867,0.137,0,5JBpSoJG7eS202d4pWbJ2v,0.899,7,0.291,-14.866,1,"Symphony No. 41 in C Major, K. 551 ""Jupiter"" (1955 Mono Version): III. Menuetto. Allegretto",0,1947,0.0349,150.284,0.428,1947
848,0.971,['Zohrabai Ambalawali'],0.498,210936,0.384,0,5KH515l47AKM7mhmOQEAyS,0.0003,0,0.241,-6.137,1,Main Nainon Ka Sawan Bulane Chali,0,1947-12-31,0.036,121.008,0.708,1947
849,0.995,['Supriti Ghosh'],0.554,182493,0.219,0,5KInJbvIiHbIReI4ZgpBqM,0.375,11,0.153,-14.212,1,Chander Hasir Bandh Bhengechhe,0,1947-12-01,0.0342,85.477,0.437,1947
850,0.381,['Orquesta Tejada'],0.438,184570,0.333,0,5KZwSHZuxUhZtqqyyty8kU,0.00315,7,0.531,-13.643,1,Boda en Hawai - Remastered,0,1947-01-12,0.0286,95.759,0.636,1947
851,0.894,"['Richard Rodgers', 'Eileen Farrell', 'Luther Henderson', 'Luther Henderson Orchestra']",0.394,148747,0.13,0,5KpQFXqpKEN8nJb3Sgwfcg,0.000207,1,0.0941,-18.197,1,Glad to be Unhappy - Remastered,0,1947,0.0389,105.221,0.377,1947
852,0.875,"['Pablo de Sarasate', 'Isaac Stern']",0.481,252627,0.146,0,5L2pOvUXzM0D4ZE4sQn0c5,0.0737,9,0.0559,-21.899,0,"Caprice basque, Op. 24",0,1947,0.0546,113.279,0.262,1947
853,0.926,"['Wolfgang Amadeus Mozart', 'Cleveland Orchestra', 'Louis Lane']",0.424,586133,0.0954,0,5Lx6o9G9WURIz21UB1f23l,0.536,2,0.272,-21.327,1,"Divertimento No. 17 in D Major, K. 334: VI. Rondo. Allegro",0,1947,0.0416,121.355,0.398,1947
854,0.923,['T. R. Mahalingam'],0.666,66973,0.47,0,5MPqWXII2MGE7a8HRepvMk,0.184,0,0.245,-11.891,1,Viduthalai,0,1947-12-31,0.0785,106.625,0.971,1947
855,0.993,['Amirbai Karnataki'],0.486,171979,0.0964,0,3rY7KLz9QnJBSkzR7Bec0L,0.101,11,0.291,-10.16,0,Khoyi Khoyi Aankhen Hai,0,1948-12-31,0.0952,70.153,0.483,1948
856,0.932,"['Igor Stravinsky', 'New York Philharmonic']",0.31,138773,0.151,0,3rrzeIArTA12BqE8YReXVK,0.0025,7,0.132,-18.292,1,Four Norwegian Moods: IV. Cortège,0,1948,0.0397,178.857,0.453,1948
857,0.974,['Lalita Dewoolkar'],0.619,176491,0.198,0,3rvLQrF77YhNazzm1Mi84P,2.64E-05,2,0.151,-8.224,1,Bata Do Koi Hai Duniya Nazar Men Nai,0,1948-12-31,0.107,176.448,0.961,1948
858,0.991,"['Igor Stravinsky', 'Concertgebouworkest', 'Eduard van Beinum']",0.307,79240,0.552,0,3ryuNNE8z7malfO5jossWa,0.913,5,0.161,-13.047,1,Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 3. Jeu du rapt,0,1948-01-01,0.0595,98.544,0.35,1948
859,0.98,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.091,252773,0.0325,0,3sUbtDseMFmjyR49Qea0U3,0.875,11,0.0982,-28.868,1,The Firebird Suite: Rondo (Khorovod) - Revised 1945 Version,0,1948,0.0399,83.639,0.038,1948
860,0.995,['Sunetra'],0.464,203186,0.0635,0,3scLAq375cM03TytxRDcoJ,0.185,0,0.118,-12.242,1,Rani Se Bhikharan Ban Gai Re,0,1948-12-31,0.162,76.431,0.73,1948
861,0.87,"['Robert Schumann', 'NBC Symphony Orchestra', 'Bruno Walter']",0.268,255467,0.187,0,3shsw6qCjt5iulgGIAnaMy,0.769,5,0.294,-14.276,1,"Symphony No. 4 in D Minor, Op. 120 (1851 Version): III. Scherzo: Lebhaft",0,1948,0.0399,85.056,0.346,1948
862,0.996,['V. S. Jog'],0.567,170593,0.193,0,3swch2TllILH2ZS1LvePIY,0.621,4,0.268,-13.338,1,Beet Gaya Prabhu Ram Ka Raj Re,0,1948-01-01,0.147,65.829,0.565,1948
863,0.988,['Pannalal Bhattacharya'],0.45,180187,0.211,0,3t9ijluk5GaHnribvrtt5Z,0.0233,1,0.15,-14.044,1,Tumi To Jano Na,0,1948-12-01,0.033,74.058,0.513,1948
864,0.956,['Yves Montand'],0.554,202933,0.152,0,3tWMiJzr9GkIfYxGbpZbvt,3.25E-06,4,0.0996,-15.563,1,Les Cireurs De Souliers De Broadway,0,1948-01-01,0.12,139.942,0.316,1948
865,0.993,['Saroj Velinkar'],0.597,188424,0.278,0,3tcazUqieZIhPOAGdbhpmY,8.28E-06,8,0.125,-12.015,0,He Krishna Murari,0,1948-12-31,0.0373,105.2,0.54,1948
866,0.934,"['Doris Day', 'Paul Weston And His Orchestra']",0.413,203213,0.0677,0,3tlPJpDQjXPdqcanXbVl91,2.41E-05,7,0.142,-18.675,1,Don't Take Your Love from Me (with Paul Weston & His Music From Hollywood),1,1948,0.04,137.511,0.201,1948
867,0.98,['Saroj Velinkar'],0.649,188233,0.266,0,3u3mlun37o0tK6Wk3QU2fU,4.84E-06,10,0.386,-11.412,1,Tum Murli Shyam Bajao,0,1948-12-31,0.126,68.333,0.902,1948
868,0.988,['Igor Stravinsky'],0.311,432493,0.093,0,3u46gkxpRpIqzAS7kE5BmH,0.94,2,0.0638,-22.519,1,Octet for Wind Instruments: II. Tema con variazioni,1,1948,0.0433,80.469,0.0712,1948
869,0.882,"['Ludwig van Beethoven', 'Jascha Heifetz', 'Emanuel Bay']",0.249,65040,0.263,0,3uA5pDNS5S8E6F9ASSoDiV,0.714,9,0.345,-17.297,1,"Sonata No. 1 in D, Op. 12: Variation II",0,1948,0.0481,167.717,0.496,1948
870,0.919,['Harry Gold & His Pieces Of Eight'],0.672,167853,0.134,0,3uF6yROegFLXIwfCc5s6ft,3.30E-06,4,0.0692,-12.752,0,The Boomba,0,1948,0.0472,89.397,0.627,1948
871,0.668,"['Igor Stravinsky', 'Michael Tilson Thomas']",0.434,68067,0.553,0,3uKAE01Oyfx4Z5PG44hjxZ,0.953,5,0.184,-17.546,0,Le sacre du printemps (The Rite of Spring): Première partie: L'adoration de la terre (Part I: Adoration of the Earth): Danse de la terre (Dance of the Earth),0,1948,0.039,84.652,0.038,1948
872,0.923,['Suraiya'],0.406,180507,0.453,0,3uYNoWmbbJCNn6oibGeAuQ,0,8,0.0548,-9.829,1,Mohe Mera Bachpan La De Balma,0,1948-12-31,0.0539,89.014,0.769,1948
873,0.938,"['Igor Stravinsky', 'Benny Goodman']",0.398,155760,0.0549,0,3vOknmh781XL7VC7sRBMdA,0.0103,0,0.169,-25.42,0,Ebony Concerto: II. Andante,0,1948,0.0373,124.687,0.157,1948
874,0.863,"['Giacomo Puccini', 'Luis Cobos']",0.203,314067,0.371,0,3vzsCBoyqL9Ihp5MLWHXUE,0.0192,2,0.154,-12.63,1,Turandot: Act III - Nessun dorma - Vocal,0,1948,0.0371,88.415,0.0981,1948
